library,log_level,unique_function_count,snippet_id,selected
logging,warning,445,snip_e174bfa5,yes
logging,warning,445,snip_4de70405,yes
logging,warning,445,snip_d9d06c03,yes
logging,warning,445,snip_bcdb6dd7,yes
logging,warning,445,snip_a55eecd6,yes
logging,warning,445,snip_33c8dbd5,yes
logging,warning,445,snip_4d5f6b5b,yes
logging,warning,445,snip_88ec03e8,yes
logging,warning,445,snip_9b2afe11,yes
logging,warning,77,snip_619fbe86,yes
logging,warning,77,snip_8dbb0ded,yes
logging,warning,445,snip_9aba54b7,yes
logging,warning,445,snip_09ff3618,yes
logging,warning,445,snip_caa94566,yes
logging,warning,445,snip_c21bc369,yes
logging,warning,445,snip_15d4cce9,yes
logging,warning,445,snip_981fc188,yes
logging,warning,445,snip_f8d6869b,yes
logging,warning,445,snip_51dc859a,yes
logging,warning,445,snip_79427582,yes
logging,warning,77,snip_8277cdd2,yes
logging,warning,445,snip_7ca68852,yes
logging,warning,77,snip_7f10c396,yes
logging,warning,445,snip_81b8e36f,yes
logging,warning,445,snip_d031185b,yes
logging,warning,445,snip_b62bb6b7,yes
logging,warning,445,snip_2402616a,yes
logging,warning,445,snip_80bd839e,yes
logging,warning,445,snip_bf24e9e3,yes
logging,warning,445,snip_2db515d6,yes
logging,warning,77,snip_dfa1f373,yes
logging,warning,445,snip_1aad77d4,yes
logging,warning,445,snip_c50e2a86,yes
logging,warning,445,snip_4d5fe534,yes
logging,warning,445,snip_296a5898,yes
wandb,,367,snip_e575214c,yes
wandb,,367,snip_90d172fc,yes
wandb,,367,snip_4b41e2f0,yes
wandb,,367,snip_5baedb1f,yes
wandb,,367,snip_b102c146,yes
wandb,,367,snip_6acddb74,yes
wandb,,367,snip_24afb6f9,yes
wandb,,367,snip_b0963a21,yes
wandb,,367,snip_e02b9392,yes
wandb,,367,snip_998b8e04,yes
wandb,,367,snip_6579c405,yes
wandb,,367,snip_da27af2e,yes
wandb,,367,snip_c83c0c8f,yes
wandb,,367,snip_64206faf,yes
wandb,,367,snip_bf646027,yes
wandb,,367,snip_947fd0cf,yes
wandb,,367,snip_1cf1c429,yes
wandb,,367,snip_bd1c5f51,yes
wandb,,367,snip_c2c22a0d,yes
wandb,,367,snip_0bafd8a4,yes
wandb,,367,snip_b1bdbaa9,yes
wandb,,367,snip_503c4108,yes
wandb,,367,snip_7411c9df,yes
wandb,,367,snip_cb1e04c6,yes
wandb,,367,snip_2182598f,yes
wandb,,367,snip_1615b200,yes
wandb,,367,snip_4b8be24a,yes
wandb,,367,snip_31829837,yes
wandb,,367,snip_4dc72524,yes
wandb,,367,snip_ca22e962,yes
wandb,,367,snip_1ffdf727,yes
wandb,,367,snip_61a62cc6,yes
wandb,,367,snip_ceea6e5b,yes
wandb,,367,snip_0c940811,yes
wandb,,367,snip_9c2f1116,yes
wandb,,367,snip_af36a53d,yes
wandb,,367,snip_df8b9e93,yes
wandb,,367,snip_42f483b6,yes
wandb,,367,snip_f2129280,yes
wandb,,367,snip_2ef54372,yes
wandb,,367,snip_09511f2e,yes
wandb,,367,snip_2ae8cb43,yes
wandb,,367,snip_bc8f9176,yes
wandb,,367,snip_66926577,yes
wandb,,367,snip_74e24082,yes
wandb,,367,snip_840ee46a,yes
wandb,,367,snip_ae61aeac,yes
wandb,,367,snip_09253295,yes
wandb,,367,snip_676223df,yes
wandb,,367,snip_a6d13c3a,yes
wandb,,367,snip_dd12a118,yes
wandb,,367,snip_c50b136f,yes
wandb,,367,snip_55fdb177,yes
wandb,,367,snip_e76ef161,yes
wandb,,367,snip_8caec74b,yes
wandb,,367,snip_18f1b73e,yes
wandb,,367,snip_92541dad,yes
wandb,,367,snip_9ec8d917,yes
wandb,,367,snip_86077001,yes
wandb,,367,snip_5dc9b387,yes
wandb,,367,snip_0624f2c2,yes
wandb,,367,snip_b34eb6fd,yes
wandb,,367,snip_0b52881b,yes
wandb,,367,snip_851a48d2,yes
wandb,,367,snip_e8f5b2d1,yes
wandb,,367,snip_1df2899d,yes
wandb,,367,snip_46de6bfb,yes
wandb,,367,snip_6ba7cc74,yes
wandb,,367,snip_ff4d4307,yes
wandb,,367,snip_155b8fb8,yes
wandb,,367,snip_f507a602,yes
wandb,,367,snip_a33a922c,yes
wandb,,367,snip_4d273fc4,yes
wandb,,367,snip_8d00dd7e,yes
wandb,,367,snip_f2b4cb04,yes
wandb,,367,snip_be1ab4d3,yes
wandb,,367,snip_96933aff,yes
wandb,,367,snip_6c6d20de,yes
wandb,,367,snip_085d3c34,yes
wandb,,367,snip_0a651d5a,yes
wandb,,367,snip_4202bd94,yes
wandb,,367,snip_47ae069c,yes
wandb,,367,snip_4c319a7b,yes
wandb,,367,snip_57865f61,yes
wandb,,367,snip_4b9e2857,yes
wandb,,367,snip_66d8395a,yes
wandb,,367,snip_3145c86f,yes
wandb,,367,snip_3f30a2b7,yes
wandb,,367,snip_7d233e0f,yes
wandb,,367,snip_fdeafba6,yes
wandb,,367,snip_e4c1349c,yes
wandb,,367,snip_fbf3f46b,yes
wandb,,367,snip_316d3e64,yes
wandb,,367,snip_3b0a0d8f,yes
wandb,,367,snip_0d258fb9,yes
wandb,,367,snip_ae9c0c9f,yes
wandb,,367,snip_31716530,yes
wandb,,367,snip_84f88ca0,yes
wandb,,367,snip_259929e0,yes
wandb,,367,snip_3a368821,yes
wandb,,367,snip_acdf7386,yes
wandb,,367,snip_d82ee4da,yes
wandb,,367,snip_0bfdd83e,yes
wandb,,367,snip_0372cdc9,yes
wandb,,367,snip_c9472469,yes
wandb,,367,snip_80a8d2de,yes
wandb,,367,snip_7a8f7678,yes
wandb,,367,snip_ee2c5842,yes
wandb,,367,snip_ac06f991,yes
wandb,,367,snip_d3161904,yes
wandb,,367,snip_ba0c5919,yes
wandb,,367,snip_51f63fd3,yes
wandb,,367,snip_dd15521e,yes
wandb,,367,snip_fcac3ae4,yes
wandb,,367,snip_44b150d3,yes
wandb,,367,snip_f7e8433b,yes
wandb,,367,snip_7f353a73,yes
wandb,,367,snip_e7b06acd,yes
wandb,,367,snip_fb292880,yes
wandb,,367,snip_3c5b8404,yes
wandb,,367,snip_5f5f170d,yes
wandb,,367,snip_227a7c45,yes
wandb,,367,snip_c415f039,yes
wandb,,367,snip_f4c2e55e,yes
wandb,,367,snip_4d88302d,yes
wandb,,367,snip_c047741c,yes
wandb,,367,snip_8207ac49,yes
wandb,,367,snip_67411f90,yes
wandb,,367,snip_de213bf8,yes
wandb,,367,snip_c22d72f7,yes
wandb,,367,snip_675584ca,yes
wandb,,367,snip_66f1ce2b,yes
wandb,,367,snip_bb3192d1,yes
wandb,,367,snip_21eee981,yes
wandb,,367,snip_9dddc40f,yes
wandb,,367,snip_7bfe3be7,yes
wandb,,367,snip_b20ee9f4,yes
wandb,,367,snip_07fe29f8,yes
wandb,,367,snip_b0972f40,yes
wandb,,367,snip_b090adfe,yes
wandb,,367,snip_2809a413,yes
wandb,,367,snip_5bea1224,yes
wandb,,367,snip_12cc1b53,yes
wandb,,367,snip_99502e78,yes
wandb,,367,snip_4aeb6b75,yes
wandb,,367,snip_af3bc3db,yes
wandb,,367,snip_9c37c2ee,yes
wandb,,367,snip_883997b2,yes
wandb,,367,snip_de6190ca,yes
wandb,,367,snip_6c075528,yes
wandb,,367,snip_73f370ce,yes
wandb,,367,snip_170e807c,yes
wandb,,367,snip_5c9e7e9d,yes
wandb,,367,snip_9ce939bf,yes
wandb,,367,snip_715a7318,yes
wandb,,367,snip_fd7a6e2d,yes
wandb,,367,snip_b742e0da,yes
wandb,,367,snip_2b0ad964,yes
wandb,,367,snip_5c827dbd,yes
wandb,,367,snip_9e7bcd92,yes
wandb,,367,snip_0663ac9c,yes
wandb,,367,snip_8c8ead37,yes
wandb,,367,snip_afaea66a,yes
wandb,,367,snip_b37055e1,yes
wandb,,367,snip_655a3726,yes
wandb,,367,snip_73819645,yes
wandb,,367,snip_352b740e,yes
wandb,,367,snip_2f71ff43,yes
wandb,,367,snip_d5bace15,yes
wandb,,367,snip_a214a2c3,yes
wandb,,367,snip_3747e8e3,yes
wandb,,367,snip_1b9d01f3,yes
wandb,,367,snip_6e208a8f,yes
wandb,,367,snip_682131c5,yes
wandb,,367,snip_cb5c1d9c,yes
wandb,,367,snip_42cf8924,yes
wandb,,367,snip_2a66551e,yes
wandb,,367,snip_88e93b7f,yes
wandb,,367,snip_dd48c3c9,yes
wandb,,367,snip_ba83bc8b,yes
wandb,,367,snip_c7ac1c52,yes
wandb,,367,snip_8891e7ba,yes
wandb,,367,snip_6f5a3054,yes
wandb,,367,snip_4c86dd7c,yes
wandb,,367,snip_b3c19743,yes
wandb,,367,snip_0b3c0384,yes
wandb,,367,snip_72349a00,yes
wandb,,367,snip_f16ec0da,yes
wandb,,367,snip_bfbae723,yes
wandb,,367,snip_a5d12234,yes
wandb,,367,snip_4dbbb6a6,yes
wandb,,367,snip_a0b36dc2,yes
wandb,,367,snip_e3f5caeb,yes
wandb,,367,snip_9154209d,yes
wandb,,367,snip_e5de3f4c,yes
wandb,,367,snip_699cfa45,yes
wandb,,367,snip_d046db19,yes
wandb,,367,snip_062a64f6,yes
wandb,,367,snip_09ebd8e6,yes
wandb,,367,snip_ccb0be3c,yes
wandb,,367,snip_500dc2e4,yes
wandb,,367,snip_626221bd,yes
wandb,,367,snip_423976f4,yes
wandb,,367,snip_4c332f0a,yes
wandb,,367,snip_e311074b,yes
wandb,,367,snip_fae602bb,yes
wandb,,367,snip_ad2f5ea4,yes
wandb,,367,snip_a8108ed4,yes
wandb,,367,snip_403365d7,yes
wandb,,367,snip_ea8f686c,yes
wandb,,367,snip_36af27b4,yes
wandb,,367,snip_ce85dfd2,yes
wandb,,367,snip_1268db5c,yes
wandb,,367,snip_83952057,yes
wandb,,367,snip_314923a1,yes
wandb,,367,snip_2a92dd94,yes
wandb,,367,snip_67bf68c9,yes
wandb,,367,snip_bb15f07f,yes
wandb,,367,snip_4090b832,yes
wandb,,367,snip_a8e76026,yes
wandb,,367,snip_f389768e,yes
wandb,,367,snip_7a7f86ab,yes
wandb,,367,snip_67f28165,yes
wandb,,367,snip_f83e41fd,yes
wandb,,367,snip_e7e41e67,yes
wandb,,367,snip_3e180b33,yes
wandb,,367,snip_a4d8a212,yes
wandb,,367,snip_f86d05b6,yes
wandb,,367,snip_bdc871b1,yes
wandb,,367,snip_7b3ee87f,yes
wandb,,367,snip_b32a9f57,yes
wandb,,367,snip_37e752a0,yes
wandb,,367,snip_64b4f042,yes
wandb,,367,snip_9de174f7,yes
wandb,,367,snip_6852eccc,yes
wandb,,367,snip_335833e8,yes
wandb,,367,snip_4d3d0dd1,yes
neptune,,137,snip_163a44cf,yes
neptune,,137,snip_0705610e,yes
neptune,,137,snip_52f3fb2c,yes
neptune,,137,snip_616d379c,yes
neptune,,137,snip_5eed6974,yes
neptune,,137,snip_b3d5c1e1,yes
neptune,,137,snip_fae0c4e9,yes
neptune,,137,snip_4b85d515,yes
neptune,,137,snip_09676645,yes
neptune,,137,snip_90a48fec,yes
neptune,,137,snip_2766fb31,yes
neptune,,137,snip_da05d780,yes
neptune,,137,snip_69046110,yes
neptune,,137,snip_adbeb463,yes
neptune,,137,snip_6853b2ea,yes
neptune,,137,snip_f9a2b367,yes
neptune,,137,snip_c33d3add,yes
neptune,,137,snip_0d1547fe,yes
neptune,,137,snip_9dd9e0f1,yes
neptune,,137,snip_7590016b,yes
neptune,,137,snip_77122bb2,yes
neptune,,137,snip_10a2c18d,yes
neptune,,137,snip_fc57f9b6,yes
neptune,,137,snip_1b919c3c,yes
neptune,,137,snip_b6808bc5,yes
neptune,,137,snip_9a020fc6,yes
neptune,,137,snip_09def806,yes
neptune,,137,snip_cfcd7abc,yes
neptune,,137,snip_fdaac762,yes
neptune,,137,snip_9e2c10f7,yes
neptune,,137,snip_58f4fcb7,yes
neptune,,137,snip_f8c936b1,yes
neptune,,137,snip_17a3b6f8,yes
neptune,,137,snip_bc380e72,yes
neptune,,137,snip_10483220,yes
neptune,,137,snip_3c25438a,yes
neptune,,137,snip_c613ef7f,yes
neptune,,137,snip_304c3e38,yes
neptune,,137,snip_474bc4a9,yes
neptune,,137,snip_b677ac45,yes
neptune,,137,snip_f859e976,yes
neptune,,137,snip_67cc981e,yes
neptune,,137,snip_ee9e934e,yes
neptune,,137,snip_0dff063f,yes
neptune,,137,snip_a4225aca,yes
neptune,,137,snip_3a35b74c,yes
neptune,,137,snip_ac0e81da,yes
neptune,,137,snip_23d355a6,yes
neptune,,137,snip_892608b1,yes
neptune,,137,snip_33dc8cb6,yes
neptune,,137,snip_d7a99621,yes
neptune,,137,snip_c34a03b9,yes
neptune,,137,snip_daa743b9,yes
neptune,,137,snip_c62c659f,yes
neptune,,137,snip_f13bbe69,yes
neptune,,137,snip_e2c5e7de,yes
neptune,,137,snip_6bef4e83,yes
neptune,,137,snip_eaba2d4f,yes
neptune,,137,snip_410db1e1,yes
neptune,,137,snip_8238e458,yes
neptune,,137,snip_588f6dc5,yes
neptune,,137,snip_7632bf11,yes
neptune,,137,snip_70126374,yes
neptune,,137,snip_3bd00342,yes
neptune,,137,snip_5ce1f68a,yes
neptune,,137,snip_3c0eba5f,yes
neptune,,137,snip_6164c5c4,yes
neptune,,137,snip_490969b4,yes
neptune,,137,snip_6d62a8da,yes
neptune,,137,snip_c7157d2d,yes
neptune,,137,snip_b6b0127c,yes
neptune,,137,snip_66758d64,yes
neptune,,137,snip_198d718a,yes
neptune,,137,snip_740893b5,yes
neptune,,137,snip_42d90ee3,yes
neptune,,137,snip_48a020d9,yes
neptune,,137,snip_06e6a533,yes
neptune,,137,snip_323e1aed,yes
neptune,,137,snip_ab9b4c48,yes
neptune,,137,snip_a80e2774,yes
neptune,,137,snip_5b41ff67,yes
neptune,,137,snip_3a0845e3,yes
neptune,,137,snip_e3d5a285,yes
neptune,,137,snip_ddbcad04,yes
neptune,,137,snip_8e5bb056,yes
neptune,,137,snip_1d200884,yes
neptune,,137,snip_0b3a050f,yes
neptune,,137,snip_1de3fae9,yes
neptune,,137,snip_192dc483,yes
neptune,,137,snip_246edb84,yes
neptune,,137,snip_f0494d7b,yes
neptune,,137,snip_96a7d5fb,yes
neptune,,137,snip_a8b73e4d,yes
neptune,,137,snip_2a6f48d8,yes
neptune,,137,snip_82b4fa7c,yes
neptune,,137,snip_c5b08af1,yes
neptune,,137,snip_43286fbb,yes
neptune,,137,snip_2435f82c,yes
neptune,,137,snip_a981606e,yes
neptune,,137,snip_952868bf,yes
neptune,,137,snip_453597ff,yes
neptune,,137,snip_8e13cbf5,yes
neptune,,137,snip_17a87765,yes
neptune,,137,snip_f9d1aa74,yes
neptune,,137,snip_e60b26e9,yes
neptune,,137,snip_ff298b8f,yes
neptune,,137,snip_8085bc83,yes
neptune,,137,snip_01697eca,yes
neptune,,137,snip_038fbfaf,yes
neptune,,137,snip_43a7456f,yes
neptune,,137,snip_27e078f1,yes
neptune,,137,snip_5c5f0fac,yes
neptune,,137,snip_6fe22f46,yes
neptune,,137,snip_9169e7e1,yes
tensorflow,,27,snip_4ae072dc,yes
tensorflow,,27,snip_011a5f44,yes
tensorflow,,27,snip_b4bbe957,yes
tensorflow,,27,snip_15e186c9,yes
tensorflow,,27,snip_cd772410,yes
tensorflow,,27,snip_3d6c7965,yes
tensorflow,,27,snip_2a92a1fa,yes
tensorflow,,27,snip_9511ac7d,yes
tensorflow,,27,snip_afd7a814,yes
tensorflow,,27,snip_2d7bba43,yes
tensorflow,,27,snip_926a1bbd,yes
tensorflow,,27,snip_2841a35c,yes
tensorflow,,27,snip_d71a1fac,yes
tensorflow,,27,snip_1f7593ad,yes
tensorflow,,27,snip_fc2cd126,yes
tensorflow,,27,snip_8f126b05,yes
tensorflow,,27,snip_d53f2ea1,yes
tensorflow,,27,snip_9d430885,yes
tensorflow,,27,snip_d2caa90f,yes
tensorflow,,27,snip_b1b362f7,yes
tensorflow,,27,snip_391400e0,yes
tensorflow,,27,snip_997026db,yes
tensorflow,,27,snip_a7f2333e,yes
tensorflow,,27,snip_854bd06c,yes
tensorflow,,27,snip_1fc2cf08,yes
tensorflow,,27,snip_dd2ba9da,yes
mlflow,,317,snip_4cdbf6e7,yes
mlflow,,317,snip_b2994e42,yes
mlflow,,317,snip_47fca931,yes
mlflow,,317,snip_5b072e23,yes
mlflow,,317,snip_a54015eb,yes
mlflow,,317,snip_fcdd9b3b,yes
mlflow,,317,snip_3ed24e90,yes
mlflow,,317,snip_ba575359,yes
mlflow,,317,snip_63171188,yes
mlflow,,317,snip_b0a74645,yes
mlflow,,317,snip_11a1f765,yes
mlflow,,317,snip_495f446d,yes
mlflow,,317,snip_83d81242,yes
mlflow,,317,snip_ff7cac7f,yes
mlflow,,317,snip_52a602bb,yes
mlflow,,317,snip_810443c0,yes
mlflow,,317,snip_61bf681a,yes
mlflow,,317,snip_1eb47b13,yes
mlflow,,317,snip_73bc026b,yes
mlflow,,317,snip_a2610700,yes
mlflow,,317,snip_2a81f6d6,yes
mlflow,,317,snip_11c7073f,yes
mlflow,,317,snip_6c82ed92,yes
mlflow,,317,snip_6d92b22c,yes
mlflow,,317,snip_094da2e0,yes
mlflow,,317,snip_060c0b8b,yes
mlflow,,317,snip_e6ef3253,yes
